"me.species","me.records","me.auc","null.auc"
"Madiza britannica.csv",10,0.8318,0.7957
"Mallochohelea inermis.csv",12,0.8561,0.77175
"Mallochohelea munda.csv",5,0.9314,0.8703
"Mallota dusmeti.csv",18,0.854,0.7415
"Massalongia betulifolia.csv",5,0.8027,0.8666
"Massalongia ruber.csv",51,0.8365,0.663803921568627
"Mayetiola festucae.csv",6,0.9654,0.827666666666667
"Mayetiola hellwigi.csv",8,0.7647,0.8170625
"Mayetiola ventricola.csv",9,0.9059,0.783777777777778
"Medetera (Medetera) ambigua.csv",37,0.8393,0.669594594594595
"Medetera adjaniae.csv",5,0.772,0.841
"Medetera cuspidata.csv",12,0.8236,0.795
"Medetera dendrobaena.csv",71,0.8973,0.647338028169014
"Medetera diadema.csv",31,0.8017,0.7015
"Medetera freyi.csv",10,0.779,0.832
"Medetera gracilicauda.csv",8,0.9544,0.758875
"Medetera impigra.csv",101,0.8169,0.624079207920792
"Medetera incrassata.csv",13,0.7634,0.763576923076923
"Medetera micacea.csv",51,0.9141,0.660470588235294
"Medetera oscillans.csv",7,0.8573,0.814428571428571
"Medetera parenti.csv",18,0.7712,0.735166666666667
"Medetera plumbella.csv",20,0.8752,0.73685
"Medetera seguyi.csv",8,0.7336,0.79675
"Medetera takagii.csv",17,0.8319,0.743823529411765
"Medetera zinovjevi.csv",11,0.8622,0.817409090909091
"Megaphthalmoides unilineata.csv",79,0.8123,0.651645569620253
"Megaselia (Aphiochaeta) alticolella.csv",5,0.7791,0.8932
"Megaselia (Aphiochaeta) armata.csv",11,0.8759,0.794
"Megaselia (Aphiochaeta) beckeri.csv",12,0.6574,0.777833333333333
"Megaselia (Aphiochaeta) communiformis.csv",7,0.8042,0.824428571428571
"Megaselia (Aphiochaeta) curvicapilla.csv",16,0.8611,0.7671875
"Megaselia (Aphiochaeta) furva.csv",11,0.8765,0.800318181818182
"Megaselia (Aphiochaeta) fusciclava.csv",7,0.8593,0.821071428571429
"Megaselia (Aphiochaeta) fuscipalpis.csv",11,0.8533,0.808909090909091
"Megaselia (Aphiochaeta) hirsuta.csv",8,0.8383,0.8043125
"Megaselia (Aphiochaeta) indifferens.csv",10,0.8544,0.7855
"Megaselia (Aphiochaeta) intonsa.csv",5,0.856,0.8832
"Megaselia (Aphiochaeta) latifrons.csv",7,0.9364,0.822714285714286
"Megaselia (Aphiochaeta) major.csv",10,0.9538,0.78085
"Megaselia (Aphiochaeta) pectorella.csv",16,0.9045,0.748
"Megaselia (Aphiochaeta) pectunculata.csv",5,0.8744,0.8646
"Megaselia (Aphiochaeta) protarsalis.csv",8,0.6702,0.8038125
"Megaselia (Aphiochaeta) rudis.csv",7,0.8234,0.806928571428571
"Megaselia (Aphiochaeta) setulipalpis.csv",14,0.658,0.746214285714286
"Megaselia (Aphiochaeta) specularis.csv",10,0.7777,0.7952
"Megaselia (Aphiochaeta) spinata.csv",12,0.8683,0.7615
"Megaselia (Aphiochaeta) stichata.csv",12,0.9059,0.765083333333333
"Megaselia (Aphiochaeta) subcarpalis.csv",14,0.8446,0.758
"Megaselia (Aphiochaeta) superciliata.csv",11,0.8225,0.770181818181818
"Megaselia (Aphiochaeta) unicolor.csv",13,0.8203,0.782769230769231
"Megaselia (Megaselia) angelicae.csv",5,0.8055,0.8618
"Megaselia (Megaselia) angustiata.csv",7,0.8877,0.841428571428571
"Megaselia (Megaselia) arquata.csv",5,0.8805,0.8418
"Megaselia (Megaselia) breviterga.csv",18,0.7794,0.755666666666667
"Megaselia (Megaselia) coaetanea.csv",5,0.7593,0.8786
"Megaselia (Megaselia) collini.csv",9,0.7962,0.789888888888889
"Megaselia (Megaselia) costalis.csv",13,0.7315,0.798538461538462
"Megaselia (Megaselia) eisfelderae.csv",8,0.865,0.7911875
"Megaselia (Megaselia) erecta.csv",5,0.9625,0.8774
"Megaselia (Megaselia) fusca.csv",11,0.7521,0.799181818181818
"Megaselia (Megaselia) fuscinervis.csv",9,0.5835,0.824833333333333
"Megaselia (Megaselia) fuscoides.csv",6,0.7795,0.856
"Megaselia (Megaselia) latipalpis.csv",5,0.9784,0.8582
"Megaselia (Megaselia) longipalpis.csv",26,0.8451,0.711884615384615
"Megaselia (Megaselia) lutescens.csv",8,0.8713,0.816625
"Megaselia (Megaselia) mixta.csv",10,0.7235,0.8078
"Megaselia (Megaselia) nigrescens.csv",13,0.7885,0.778807692307692
"Megaselia (Megaselia) offuscata.csv",6,0.8901,0.845666666666667
"Megaselia (Megaselia) oxybelorum.csv",8,0.9092,0.824375
"Megaselia (Megaselia) pallidizona.csv",7,0.9066,0.817428571428571
"Megaselia (Megaselia) plurispinulosa.csv",14,0.8476,0.782571428571429
"Megaselia (Megaselia) praeacuta.csv",6,0.8704,0.8545
"Megaselia (Megaselia) prodroma.csv",10,0.7651,0.8057
"Megaselia (Megaselia) propinqua.csv",22,0.8831,0.722363636363636
"Megaselia (Megaselia) pseudogiraudii.csv",6,0.7561,0.84225
"Megaselia (Megaselia) pulicaria.csv",46,0.8442,0.662369565217391
"Megaselia (Megaselia) pygmaea.csv",23,0.9084,0.730782608695652
"Megaselia (Megaselia) rubescens.csv",6,0.8739,0.850166666666667
"Megaselia (Megaselia) septentrionalis.csv",6,0.7547,0.852916666666667
"Megaselia (Megaselia) stigmatica.csv",5,0.7936,0.8754
"Megaselia (Megaselia) sulphuripes.csv",11,0.8723,0.788
"Megaselia (Megaselia) surdifrons.csv",5,0.9149,0.8597
"Megaselia (Megaselia) sylvatica.csv",21,0.8506,0.717904761904762
"Megaselia (Megaselia) tumida.csv",18,0.7627,0.739722222222222
"Megaselia (Megaselia) ustulata.csv",10,0.8993,0.799
"Megaselia bovista.csv",5,0.7678,0.8926
"Megaselia gartensis.csv",8,0.7671,0.788375
"Megaselia immodensior.csv",6,0.8101,0.88
"Megaselia labellaspinata.csv",7,0.8242,0.803714285714286
"Megaselia limburgensis.csv",28,0.8143,0.709714285714286
"Megaselia mcleani.csv",9,0.7734,0.794777777777778
"Megaselia nudiventris.csv",26,0.7485,0.710961538461538
"Megaselia oweni.csv",6,0.7822,0.844
"Megaselia pictorufa.csv",7,0.7799,0.814214285714286
"Megaselia solitaria.csv",12,0.8491,0.768041666666667
"Megaselia styloprocta.csv",13,0.8768,0.798
"Meigenia uncinata.csv",5,0.9444,0.8933
"Meiosimyza laeta.csv",224,0.7998,0.583745535714286
"Meiosimyza stylata.csv",167,0.8374,0.610161676646707
"Meiosimyza subpallidiventris.csv",6,0.6234,0.850666666666667
"Melanagromyza albocilia.csv",11,0.7585,0.781545454545455
"Melanagromyza artemisiae.csv",7,0.9403,0.825142857142857
"Melanagromyza dettmeri.csv",24,0.8339,0.720041666666667
"Melanagromyza sativae.csv",8,0.8027,0.800625
"Melangyna (Melangyna) coei.csv",127,0.8186,0.620669291338583
"Melangyna ericatum.csv",11,0.7627,0.816818181818182
"Melanochaeta capreolus.csv",18,0.9056,0.7225
"Melanogaster inornata.csv",204,0.8908,0.60655637254902
"Melanogaster lucida.csv",173,0.8802,0.605098265895954
"Melanogaster parumpicata.csv",86,0.8583,0.643651162790698
"Melanostolus melancholicus.csv",21,0.8954,0.736571428571429
"Melanostoma incompletum.csv",14,0.9505,0.75375
"Meoneura anceps.csv",5,0.7469,0.884
"Meoneura glaberrima.csv",9,0.8205,0.812222222222222
"Meoneura prima.csv",6,0.7863,0.85175
"Meoneura vagans.csv",87,0.8325,0.643149425287356
"Merodon (Merodon) flavus.csv",7,0.9325,0.853285714285714
"Merodon (Merodon) parietum.csv",7,0.898,0.839857142857143
"Merodon alexeji.csv",13,0.8262,0.779846153846154
"Merodon crypticus.csv",6,0.9969,0.864833333333333
"Merodon luteihumerus.csv",7,0.9154,0.841214285714286
"Meromyza zachvatkini.csv",21,0.8983,0.725047619047619
"Meromyza zimzerla.csv",12,0.8416,0.744708333333333
"Metopia grandii.csv",25,0.825,0.70664
"Metopina pileata.csv",6,0.7183,0.883333333333333
"Metriocnemus exilacies.csv",24,0.7065,0.722208333333333
"Metriocnemus martinii.csv",10,0.8993,0.7871
"Metriocnemus terrester.csv",16,0.9312,0.7450625
"Micomitra iris.csv",7,0.7419,0.868357142857143
"Microcercis trigonella.csv",53,0.8201,0.671981132075472
"Microchironomus (Cryptochironomus) deribae.csv",68,0.9603,0.655323529411765
"Microdrosophila (Oxystyloptera) zetterstedti.csv",5,0.7254,0.85
"Micromorphus albipes.csv",105,0.9142,0.635085714285714
"Micropeza grallatrix.csv",7,0.8309,0.816714285714286
"Microprosopa frontata.csv",35,0.6987,0.697685714285714
"Micropsectra malla.csv",12,0.8679,0.79325
"Micropsectra rilensis.csv",11,0.8325,0.794454545454545
"Micropygus vagans.csv",20,0.9516,0.7392
"Microsania pallipes.csv",35,0.8789,0.691171428571429
"Microsania straeleni.csv",18,0.8791,0.74625
"Microtendipes (Microtendipes) diffinis.csv",20,0.8492,0.71865
"Mikomya coryli.csv",9,0.5769,0.791222222222222
"Milichia speciosa.csv",10,0.8346,0.8137
"Minettia (Minettia) flaviventris.csv",12,0.8085,0.78975
"Minettia (Minettia) styriaca.csv",6,0.7834,0.853333333333333
"Minettia (Minettia) tubifer.csv",10,0.7607,0.8073
"Minilimosina (Minilimosina) baculum.csv",10,0.8855,0.7791
"Minilimosina (Minilimosina) bicuspis.csv",8,0.7608,0.821125
"Minilimosina unica.csv",6,0.7675,0.860666666666667
"Mintho compressa.csv",10,0.8948,0.8194
"Molophilus (Molophilus) czizeki.csv",19,0.8532,0.739842105263158
"Molophilus (Molophilus) niger.csv",52,0.893,0.665326923076923
"Molophilus (Molophilus) pusillus.csv",125,0.8386,0.619144
"Molophilus (Molophilus) serpentiger.csv",413,0.9106,0.571348668280872
"Molophilus (Molophilus) variispinus.csv",39,0.8009,0.677051282051282
"Monardia (Monardia) obsoleta.csv",13,0.6741,0.782846153846154
"Monardia (Monardia) stirpium.csv",6,0.6931,0.8575
"Monardia (Trichopteromyia) magnifica.csv",11,0.6478,0.807272727272727
"Monarthropalpus flavus.csv",30,0.8164,0.731366666666667
"Monepidosis furcata.csv",6,0.8468,0.832083333333333
"Morpholeria (Morpholeria) dudai.csv",6,0.7384,0.845
"Morpholeria (Spanoparea) kerteszii.csv",9,0.6881,0.824
"Mosillus subsultans.csv",9,0.8049,0.795
"Musca biseta.csv",6,0.9363,0.8395
"Musca osiris.csv",42,0.8465,0.675833333333333
"Muscidideicus praetextatus.csv",8,0.767,0.82325
"Mycetophila czizekii.csv",5,0.9437,0.8892
"Mycetophila estonica.csv",8,0.8691,0.817375
"Mycetophila freyii.csv",5,0.876,0.8672
"Mycetophila gentilicia.csv",6,0.828,0.83975
"Mycetophila sigillata.csv",11,0.8125,0.806909090909091
"Mycetophila tridentata.csv",28,0.8738,0.707053571428571
"Mycocecis ovalis.csv",6,0.8534,0.856333333333333
"Mycomya (Mycomya) norna.csv",9,0.7887,0.812111111111111
"Mycomya alpina.csv",9,0.966,0.789888888888889
"Mycomya digitifera.csv",6,0.7505,0.841
"Mycomya heydeni.csv",11,0.6736,0.803181818181818
"Mycomya hiisi.csv",6,0.7385,0.86
"Mycomya penicillata.csv",33,0.7523,0.689181818181818
"Myolepta (Myolepta) difformis.csv",5,0.6423,0.9046
"Myolepta (Myolepta) potens.csv",16,0.826,0.7711875
"Myopa dorsalis.csv",38,0.7589,0.714973684210526
"Myopa picta.csv",14,0.7416,0.763857142857143
"Myopina myopina.csv",61,0.8585,0.646770491803279
"Myopina scoparia.csv",9,0.8344,0.819333333333333
"Myopites eximia.csv",17,0.8751,0.738941176470588
"Myopites inulaedyssentericae.csv",56,0.9171,0.651714285714286
"Myopites stylatus.csv",26,0.9681,0.704153846153846
"Myopotta pallipes.csv",12,0.8552,0.761333333333333
"Myricomyia mediterranea.csv",6,0.748,0.821166666666667
"Nanna albipila.csv",128,0.7744,0.6212421875
"Nanna bispinosa.csv",18,0.7747,0.725055555555556
"Nanna mensurata.csv",112,0.8413,0.622714285714286
"Nanna minuta.csv",232,0.7703,0.584310344827586
"Nanna nigrifrontata.csv",132,0.7574,0.611431818181818
"Nanna nigripes.csv",132,0.7541,0.613166666666667
"Nanna nutans.csv",132,0.7666,0.60955303030303
"Nanocladius parvulus.csv",9,0.7867,0.778777777777778
"Napomyza clematidis.csv",5,0.8053,0.9074
"Neaera laticornis.csv",9,0.9003,0.792666666666667
"Nematoproctus distendens.csv",8,0.8726,0.8464375
"Nemestrinus perezii.csv",8,0.7617,0.7925
"Neoalticomerus formosus.csv",12,0.8805,0.788958333333333
"Neoascia (Neoasciella) unifasciata.csv",5,0.8897,0.883
"Neoepitriptus setosulus.csv",50,0.9111,0.67042
"Neohaplegis glabra.csv",10,0.8271,0.8275
"Neoleria maritima.csv",15,0.889,0.7664
"Neoleria propinqua.csv",12,0.9129,0.772083333333333
"Neolimnomyia (Brachylimnophila) adjuncta.csv",399,0.9228,0.566734335839599
"Neolimnomyia (Neolimnomyia) filata.csv",420,0.9229,0.56494880952381
"Neomikiella lychnidis.csv",14,0.8113,0.763785714285714
"Neomochtherus schineri.csv",11,0.7109,0.816818181818182
"Neophyllomyza leanderi.csv",10,0.6934,0.80145
"Neotetraneuromyia lenticularis.csv",9,0.853,0.778666666666667
"Nephrotoma croceiventris.csv",7,0.9289,0.814285714285714
"Neria longiceps.csv",11,0.757,0.790363636363636
"Neuratelia nigricornis.csv",38,0.9214,0.683973684210526
"Neurigona abdominalis.csv",61,0.8961,0.64555737704918
"Neurigona biflexa.csv",36,0.9264,0.694666666666667
"Neurigona erichsoni.csv",9,0.9129,0.769666666666667
"Neuroctena anilis.csv",1272,0.833,0.548962264150943
"Neurohelea luteitarsis.csv",16,0.8886,0.7414375
"Neurolyga bilobata.csv",9,0.6378,0.776666666666667
"Nilobezzia (Nilobezzia) posticata.csv",7,0.7636,0.802428571428571
"Nilobezzia (Parrotia) formosa.csv",7,0.7401,0.825571428571429
"Norellia spinipes.csv",125,0.8701,0.626488
"Norellisoma opacum.csv",74,0.9104,0.639425675675676
"Norrbomia nilotica.csv",42,0.7727,0.684357142857143
"Norrbomia unicolor.csv",42,0.778,0.682619047619048
"Notiphila (Notiphila) aquatica.csv",6,0.7209,0.850333333333333
"Notiphila (Notiphila) nubila.csv",14,0.9367,0.758071428571429
"Notiphila brunipes.csv",21,0.9032,0.734095238095238
"Notiphila umbrosa.csv",10,0.9972,0.77195
"Nycteribia (Nycteribia) pedicularia.csv",5,0.8289,0.893
"Nyctia lugubris.csv",8,0.95,0.792875
"Ochlerotatus geniculatus.csv",222,0.8562,0.591349099099099
"Odinia maculata.csv",29,0.855,0.726275862068966
"Odinia xanthocera.csv",7,0.749,0.837428571428571
"Oedalea apicalis.csv",33,0.9066,0.684984848484849
"Ogcodes (Ogcodes) varius.csv",5,0.8775,0.8609
"Ogcodes (Ogcodes) zonatus.csv",13,0.6902,0.786461538461538
"Opalimosina collini.csv",24,0.781,0.70325
"Opalimosina denticulata.csv",6,0.8181,0.853166666666667
"Opalimosina simplex.csv",5,0.9647,0.9026
"Opesia cana.csv",7,0.9016,0.823428571428571
"Ophiomyia alliariae.csv",5,0.6857,0.8756
"Ophiomyia heringi.csv",13,0.7984,0.778615384615385
"Ophiomyia maura.csv",101,0.7949,0.635990099009901
"Opsion cryptocauda.csv",13,0.8392,0.781615384615385
"Orbellia myiopiformis.csv",10,0.7939,0.8061
"Orellia scorzonerae.csv",32,0.9415,0.6828125
"Orfelia unicolor.csv",13,0.8944,0.806
"Ormosia (Ormosia) albitibia.csv",136,0.8371,0.605900735294118
"Ormosia (Ormosia) bicornis.csv",27,0.9193,0.70262962962963
"Orthocladius (Euorthocladius) abiskoensis.csv",8,0.8179,0.8425
"Orthonevra onytes.csv",7,0.9815,0.818857142857143
"Orthonevra plumbago.csv",10,0.7187,0.8153
"Orthonevra splendens.csv",372,0.9001,0.574623655913978
"Ortochile nigrocoerulea.csv",6,0.9214,0.812833333333333
"Oscinella (Oscinella) angularis.csv",32,0.8855,0.70325
"Oscinella (Oscinella) angustipennis.csv",12,0.9558,0.77075
"Oscinella (Oscinella) trochanterata.csv",23,0.8607,0.725434782608696
"Oscinella (Oscinella) vastator.csv",25,0.8488,0.70616
"Oscinella exigua.csv",408,0.8222,0.560952205882353
"Oscinimorpha albisetosa.csv",18,0.8423,0.749611111111111
"Oscinimorpha arcuata.csv",18,0.8819,0.735055555555556
"Oscinimorpha longirostris.csv",5,0.945,0.8987
"Oscinisoma germanicum.csv",8,0.7932,0.793875
"Oscinisoma gilvipes.csv",30,0.9444,0.703416666666667
"Otites jucunda.csv",190,0.8921,0.603560526315789
"Otites nebulosa.csv",6,0.8741,0.846
"Otites rivularis.csv",11,0.8592,0.791954545454545
"Oxycera dives.csv",37,0.8756,0.693513513513514
"Oxycera fallenii.csv",9,0.92,0.793166666666667
"Oxycera locuples.csv",10,0.9789,0.7987
"Oxycera meigenii.csv",17,0.8023,0.745235294117647
"Palloptera marginata.csv",12,0.8982,0.792
"Palpomyia brachialis.csv",9,0.6838,0.788555555555556
"Palpomyia praeusta.csv",5,0.8688,0.8782
"Palpomyia quadrispinosa.csv",27,0.8516,0.695759259259259
"Pandivirilia caesia.csv",17,0.931,0.741941176470588
"Pandivirilia melaleuca.csv",23,0.7246,0.740086956521739
"Pangonius (Melanopangonius) funebris.csv",11,0.907,0.801136363636364
"Pangonius (Melanopangonius) micans.csv",27,0.8493,0.724592592592593
"Pangonius (Pangonius) pyritosus.csv",6,0.815,0.859166666666667
"Pangonius (Pangonius) variegatus.csv",7,0.9314,0.808857142857143
"Panimerus albomaculatus.csv",180,0.8,0.591283333333333
"Panimerus intellegus.csv",16,0.9434,0.742625
"Panimerus notabilis.csv",5,0.7975,0.8887
"Paracarphotricha alpestris.csv",12,0.9368,0.780416666666667
"Parachironomus mauricii.csv",20,0.7928,0.71495
"Paracladopelma galaptera.csv",6,0.7872,0.8655
"Paracladopelma laminata.csv",102,0.8642,0.628142156862745
"Paracladopelma nigritula.csv",44,0.6886,0.676590909090909
"Paraclusia tigrina.csv",128,0.8655,0.6278203125
"Paradelia alpestris.csv",30,0.8333,0.6931
"Paradelphomyia (Oxyrhiza) czizekiana.csv",7,0.8538,0.822357142857143
"Paradelphomyia (Oxyrhiza) dalei.csv",109,0.9026,0.630467889908257
"Paradelphomyia (Oxyrhiza) nielseni.csv",60,0.9232,0.658216666666667
"Parageron gratus.csv",12,0.785,0.79375
"Parageron incisus.csv",10,0.7501,0.8095
"Paragus (Paragus) flammeus.csv",13,0.7373,0.778923076923077
"Parakiefferiella gynocera.csv",22,0.8118,0.722772727272727
"Parakiefferiella minuta.csv",7,0.6722,0.86
"Parakiefferiella nigra.csv",11,0.694,0.787909090909091
"Parakiefferiella subaterrima.csv",9,0.8819,0.764388888888889
"Paralimosina kaszabi.csv",12,0.9059,0.78175
"Parallelomma flavum.csv",20,0.7656,0.73205
"Paramerina cingulata.csv",426,0.8593,0.565718309859155
"Paramerina divisa.csv",88,0.8301,0.635931818181818
"Parapiophila caerulescens.csv",86,0.8042,0.633906976744186
"Parapiophila lonchaeoides.csv",16,0.7562,0.7441875
"Paratanytarsus paralaccophilus.csv",7,0.9253,0.8375
"Paratendipes nubilus.csv",12,0.8533,0.803166666666667
"Paratinia spinistylus.csv",25,0.8362,0.71696
"Paratrichocladius nivalis.csv",101,0.793,0.634871287128713
"Parectecephala longicornis.csv",6,0.8285,0.8615
"Paregle atrisquama.csv",9,0.9394,0.780666666666667
"Paregle vetula.csv",25,0.8516,0.72276
"Parepidosis venustior.csv",5,0.8136,0.8628
"Parydra (Chaetoapnaea) arctica.csv",7,0.7538,0.840714285714286
"Parydra (Chaetoapnaea) mitis.csv",24,0.827,0.723270833333333
"Parydra (Parydra) undulata.csv",7,0.9991,0.8275
"Parydroptera discomyzina.csv",10,0.9139,0.80105
"Pegomya atricauda.csv",6,0.6829,0.848833333333333
"Pegomya calyptrata.csv",15,0.9366,0.749
"Pegomya dulcamarae.csv",6,0.904,0.860666666666667
"Pegomya exilis.csv",5,0.8143,0.8879
"Pegomya furva.csv",12,0.7557,0.782
"Pegomya fuscinata.csv",14,0.8152,0.768821428571429
"Pegomya haemorrhoum.csv",73,0.837,0.636013698630137
"Pegomya interruptella.csv",17,0.8645,0.755764705882353
"Pegomya lurida.csv",10,0.7718,0.80595
"Pegomya nigrisquama.csv",11,0.8713,0.754
"Pegomya provecta.csv",33,0.9044,0.691606060606061
"Pegomya ruficeps.csv",7,0.864,0.818857142857143
"Pegomya rufina.csv",67,0.9277,0.640298507462687
"Pegomya sociella.csv",11,0.8277,0.776045454545455
"Pegomya steini.csv",31,0.8256,0.689451612903226
"Pegoplata palposa.csv",15,0.8091,0.7732
"Pegoplata patellans.csv",21,0.8582,0.721333333333333
"Peleteria abdominalis.csv",5,0.74,0.8776
"Peleteria ferina.csv",12,0.8678,0.766583333333333
"Peleteria meridionalis.csv",11,0.6964,0.783
"Pelina (Telmatobia) aenescens.csv",18,0.6641,0.730972222222222
"Peplomyza discoidea.csv",50,0.8273,0.66422
"Pericoma (Pericoma) exquisita.csv",10,0.8829,0.7829
"Peripsychoda fusca.csv",46,0.8717,0.668478260869565
"Periscelis (Periscelis) annulipes.csv",5,0.8642,0.8661
"Peromyia albicornis.csv",6,0.6903,0.8565
"Peromyia angellifera.csv",7,0.7958,0.8175
"Peromyia apposita.csv",16,0.7414,0.75353125
"Peromyia muscorum.csv",19,0.6712,0.737736842105263
"Peromyia palustris.csv",11,0.794,0.787590909090909
"Peromyia syltefjordensis.csv",9,0.6839,0.804722222222222
"Peromyia viklundi.csv",13,0.637,0.784461538461538
"Petrorossia guanchorum.csv",11,0.9812,0.756181818181818
"Petrorossia hespera.csv",9,0.911,0.800611111111111
"Phaonia bitincta.csv",11,0.8311,0.787090909090909
"Phaonia cincta.csv",28,0.8806,0.707071428571429
"Phaonia czernyi.csv",14,0.8368,0.7705
"Phaonia fusca.csv",7,0.977,0.842857142857143
"Phaonia gracilis.csv",25,0.8086,0.71056
"Phaonia mediterranea.csv",11,0.8146,0.772636363636364
"Phaonia scutellata.csv",6,0.719,0.8475
"Phaonia sordidisquama.csv",9,0.9839,0.799111111111111
"Phaonia zugmayeriae.csv",13,0.8713,0.739230769230769
"Phebellia glirina.csv",22,0.8149,0.713386363636364
"Phebellia nigripalpis.csv",39,0.8185,0.687282051282051
"Phebellia vicina.csv",10,0.7455,0.7955
"Phegomyia fagicola.csv",10,0.9152,0.8003
"Pherbellia knutsoni.csv",12,0.9166,0.758208333333333
"Pherbellia limbata.csv",6,0.8244,0.841833333333333
"Philhelius laetus.csv",75,0.8949,0.630186666666667
"Phora bullata.csv",8,0.6216,0.8144375
"Phora penicillata.csv",13,0.8102,0.761115384615385
"Phora praepandens.csv",14,0.6743,0.779821428571429
"Phora speighti.csv",6,0.8725,0.847333333333333
"Phorbia juncorum.csv",10,0.8498,0.79935
"Phronia taczanowskyi.csv",9,0.6932,0.802722222222222
"Phthiria canescens.csv",14,0.9095,0.745928571428571
"Phthiria simonyi.csv",20,0.9874,0.729525
"Phthitia spinosa.csv",6,0.8803,0.834166666666667
"Phyllomyza donisthorpei.csv",10,0.7967,0.7997
"Phyllomyza flavitarsis.csv",14,0.8979,0.768607142857143
"Phyllomyza formicae.csv",18,0.7142,0.739722222222222
"Phyllomyza tetragona.csv",30,0.8808,0.700866666666667
"Physocephala biguttata.csv",11,0.9797,0.789727272727273
"Physocephala lacera.csv",11,0.873,0.786636363636364
"Physocephala nigra.csv",135,0.801,0.627614814814815
"Phyto discrepans.csv",25,0.8405,0.69986
"Phytoliriomyza mikii.csv",5,0.7059,0.8534
"Phytoliriomyza oasis.csv",11,0.612,0.776772727272727
"Phytoliriomyza perpusilla.csv",8,0.7204,0.8085
"Phytoliriomyza pteridii.csv",5,0.7664,0.8714
"Phytomyza aconitophila.csv",7,0.792,0.841714285714286
"Phytomyza actaeae.csv",10,0.7481,0.8135
"Phytomyza albiceps.csv",21,0.7814,0.751904761904762
"Phytomyza arnicae.csv",7,0.8106,0.858857142857143
"Phytomyza astrantiae.csv",42,0.8013,0.689238095238095
"Phytomyza aurei.csv",5,0.8991,0.8458
"Phytomyza bellidis.csv",7,0.6312,0.834857142857143
"Phytomyza bipunctata.csv",26,0.8327,0.706365384615385
"Phytomyza brunnipes.csv",16,0.8304,0.763875
"Phytomyza campanulae.csv",7,0.6405,0.807
"Phytomyza cinerea.csv",9,0.6817,0.8045
"Phytomyza cytisi.csv",55,0.8422,0.6668
"Phytomyza doronici.csv",6,0.8174,0.855333333333333
"Phytomyza eupatorii.csv",15,0.8068,0.758933333333333
"Phytomyza farfarae.csv",7,0.8788,0.864
"Phytomyza ferulae.csv",7,0.8798,0.810285714285714
"Phytomyza ferulivora.csv",6,0.7378,0.836333333333333
"Phytomyza fulgens.csv",9,0.8061,0.796444444444444
"Phytomyza griffithsi.csv",7,0.7244,0.824571428571429
"Phytomyza heringiana.csv",7,0.7459,0.849142857142857
"Phytomyza hirsuta.csv",6,0.6471,0.874166666666667
"Phytomyza isais.csv",9,0.8099,0.786111111111111
"Phytomyza leucanthemi.csv",17,0.8733,0.746117647058824
"Phytomyza lycopi.csv",40,0.941,0.679775
"Phytomyza matricariae.csv",18,0.7818,0.742888888888889
"Phytomyza medicaginis.csv",6,0.5,0.837
"Phytomyza nigriceps.csv",5,0.9762,0.8882
"Phytomyza origani.csv",18,0.7919,0.747527777777778
"Phytomyza pastinacae.csv",24,0.8822,0.731125
"Phytomyza pauliloewii.csv",10,0.8256,0.8155
"Phytomyza penicilla.csv",8,0.6714,0.8385
"Phytomyza petoei.csv",16,0.7419,0.7660625
"Phytomyza robustella.csv",25,0.7203,0.71876
"Phytomyza rufescens.csv",9,0.6316,0.791
"Phytomyza rydeni.csv",6,0.8174,0.833833333333333
"Phytomyza sedicola.csv",23,0.7493,0.724130434782609
"Phytomyza selini.csv",5,0.8646,0.8722
"Phytomyza senecionis.csv",18,0.8226,0.747527777777778
"Phytomyza sphondyliivora.csv",13,0.7769,0.769
"Phytomyza stolonigena.csv",6,0.7331,0.863
"Phytomyza thysselini.csv",11,0.9088,0.800681818181818
"Phytomyza thysselinivora.csv",10,0.8081,0.8052
"Phytomyza tussilaginis.csv",58,0.8719,0.668336206896552
"Phytomyza virgaureae.csv",27,0.6343,0.720740740740741
"Phytosciara flavipes.csv",152,0.9204,0.609565789473684
"Pipiza fasciata.csv",67,0.9049,0.668119402985075
"Pipizalla certa.csv",20,0.7011,0.7386
"Pipizella cantabrica.csv",7,0.9755,0.822428571428571
"Pipizella maculipennis.csv",16,0.8356,0.753125
"Pipunculus balticus.csv",42,0.8225,0.681
"Pipunculus fonsecai.csv",23,0.8633,0.723217391304348
"Pipunculus lichtwardti.csv",7,0.8723,0.846857142857143
"Planetella gallarum.csv",11,0.8691,0.776272727272727
"Platycheirus brunnifrons.csv",8,0.8093,0.8186875
"Platycheirus ciliger.csv",293,0.8615,0.584962457337884
"Platycheirus holarticus.csv",5,0.7866,0.866
"Platypalpus aeneus.csv",9,0.9118,0.813222222222222
"Platypalpus albifacies.csv",42,0.8879,0.673976190476191
"Platypalpus altuum.csv",6,0.9528,0.847666666666667
"Platypalpus aurantiacus.csv",15,0.9026,0.7424
"Platypalpus caroli.csv",13,0.9733,0.777192307692308
"Platypalpus commutatus.csv",5,0.7514,0.9031
"Platypalpus divisus.csv",12,0.7069,0.810625
"Platypalpus excisus.csv",35,0.822,0.691085714285714
"Platypalpus fasciatus.csv",33,0.8976,0.689424242424242
"Platypalpus incertus.csv",29,0.9197,0.722034482758621
"Platypalpus laestadianorum.csv",33,0.8458,0.690469696969697
"Platypalpus leucocephalus.csv",46,0.9318,0.673173913043478
"Platypalpus leucothrix.csv",20,0.9104,0.74065
